Transaction_ID,Customer_ID,Card_ID,Transaction_Date,Merchant_Category,Transaction_Amount,Transaction_Type,Transaction_Status,Payment_Method,Location
TXN309075,C106200,CARD209628,2026-04-19,Healthcare,1211.4,Purchase,Approved,Online,Domestic
TXN309076,C101811,CARD211980,2025-09-01,Electronics,2221.99,Recurring Payment,Approved,Online,International
TXN309077,C109137,CARD209855,2026-05-14,Fuel,1829.35,Purchase,Approved,Contactless,Domestic
TXN309078,C105918,CARD211349,2025-10-09,Electronics,1652.44,Purchase,Approved,Contactless,Domestic
TXN309079,C106497,CARD211544,2026-03-29,Utilities,711.32,Purchase,Approved,ATM,Domestic
TXN309080,C103409,CARD209982,2025-07-20,Healthcare,987.24,Recurring Payment,Declined,Online,Domestic
TXN309081,C104800,CARD211293,2026-04-14,Healthcare,3485.26,Purchase,Approved,POS,Domestic
TXN309082,C100287,CARD202679,2025-12-21,Travel,963.96,Purchase,Approved,Online,Domestic
TXN309083,C105341,CARD204138,2025-09-07,Electronics,2700.71,Recurring Payment,Approved,Online,International
TXN309084,C105058,CARD211633,2025-09-18,Online Shopping,671.13,Cash Withdrawal,Approved,Online,Domestic
TXN309085,C108052,CARD208219,2026-07-16,Travel,2325.18,Purchase,Approved,Online,Domestic
TXN309086,C106141,CARD203630,2026-02-22,Education,2876.68,Purchase,Approved,Contactless,Domestic
TXN309087,C109689,CARD211623,2025-11-20,Online Shopping,2358.98,Purchase,Approved,Online,Domestic
TXN309088,C100960,CARD200246,2025-04-09,Utilities,1342.06,Purchase,Declined,Contactless,Domestic
TXN309089,C100547,CARD203211,2025-02-11,Dining,1224.01,Purchase,Approved,Online,Domestic
TXN309090,C103926,CARD207658,2026-02-28,Entertainment,8767.79,Cash Withdrawal,Approved,POS,Domestic
TXN309091,C100129,CARD208340,2025-08-25,Education,4121.5,Purchase,Approved,ATM,Domestic
TXN309092,C105661,CARD210584,2025-03-26,Utilities,1548.95,Purchase,Approved,POS,Domestic
TXN309093,C100576,CARD206358,2026-03-14,Online Shopping,626.06,Purchase,Approved,Contactless,Domestic
TXN309094,C103327,CARD201063,2025-11-20,Education,3841.38,Purchase,Approved,Online,Domestic
TXN309095,C106918,CARD201528,2026-02-20,Dining,746.98,Purchase,Approved,POS,Domestic
TXN309096,C107401,CARD208969,2025-02-17,Healthcare,1269.81,Purchase,Approved,ATM,Domestic
TXN309097,C105286,CARD202476,2025-10-02,Electronics,658.75,Purchase,Approved,Contactless,Domestic
TXN309098,C100186,CARD208719,2025-04-30,Travel,693.62,Purchase,Approved,Online,Domestic
TXN309099,C108251,CARD206782,2025-08-05,Fuel,1366.16,Purchase,Approved,Contactless,Domestic
TXN309100,C104751,CARD204375,2025-03-07,Education,2748.81,Purchase,Approved,Contactless,Domestic
TXN309101,C104136,CARD207136,2025-01-04,Healthcare,1426.18,Purchase,Approved,ATM,Domestic
TXN309102,C109482,CARD203388,2025-11-27,Dining,10949.53,Purchase,Reversed,Contactless,Domestic
TXN309103,C103088,CARD205598,2026-07-15,Healthcare,1221.24,Recurring Payment,Approved,POS,Domestic
TXN309104,C108337,CARD201283,2026-07-27,Healthcare,2783.34,Purchase,Approved,POS,Domestic
TXN309105,C109465,CARD208330,2025-03-05,Fuel,342.7,Purchase,Approved,POS,Domestic
TXN309106,C108334,CARD210793,2025-02-10,Electronics,1021.66,Purchase,Approved,ATM,International
TXN309107,C108387,CARD207781,2025-05-07,Utilities,497.58,Recurring Payment,Approved,POS,Domestic
TXN309108,C101290,CARD203487,2025-02-18,Electronics,2152.14,Purchase,Approved,POS,Domestic
TXN309109,C101772,CARD208584,2025-07-31,Fuel,1997.22,Purchase,Approved,POS,Domestic
TXN309110,C101295,CARD210997,2025-07-24,Grocery,4226.75,Purchase,Approved,POS,Domestic
TXN309111,C109794,CARD204110,2025-12-27,Utilities,4246.46,Purchase,Approved,POS,Domestic
TXN309112,C107171,CARD207252,2025-12-12,Online Shopping,2721.9,Purchase,Approved,Contactless,Domestic
TXN309113,C107612,CARD204309,2025-12-28,Dining,1188.86,Recurring Payment,Approved,Online,Domestic
TXN309114,C107534,CARD207443,2026-04-16,Grocery,3327.95,Purchase,Approved,POS,Domestic
TXN309115,C101379,CARD211644,2026-01-17,Dining,2069.92,Purchase,Approved,POS,Domestic
TXN309116,C102114,CARD204430,2026-02-25,Travel,382.15,Purchase,Approved,ATM,Domestic
TXN309117,C101338,CARD210195,2025-09-13,Healthcare,2451.55,Purchase,Approved,Online,Domestic
TXN309118,C102834,CARD201230,2025-12-13,Healthcare,1945.56,Purchase,Approved,Contactless,Domestic
TXN309119,C109730,CARD207348,2025-08-19,Entertainment,1521.88,Recurring Payment,Approved,POS,Domestic
TXN309120,C107684,CARD206765,2025-11-27,Healthcare,2827.97,Purchase,Approved,ATM,Domestic
TXN309121,C100684,CARD200768,2025-08-07,Dining,610.55,Purchase,Approved,Contactless,Domestic
TXN309122,C103785,CARD201887,2026-02-25,Fuel,1973.78,Purchase,Approved,POS,Domestic
TXN309123,C105450,CARD203457,2026-01-20,Dining,2107.66,Purchase,Approved,POS,Domestic
TXN309124,C106958,CARD201267,2026-04-14,Online Shopping,6790.51,Purchase,Approved,Online,Domestic
TXN309125,C102414,CARD202403,2025-10-12,Dining,851.97,Purchase,Declined,POS,International
TXN309126,C104576,CARD206131,2025-11-13,Entertainment,194.64,Purchase,Approved,Online,Domestic
TXN309127,C105097,CARD205513,2025-07-03,Education,1340.4,Purchase,Approved,Online,Domestic
TXN309128,C109282,CARD204450,2025-11-16,Travel,270.03,Purchase,Approved,POS,Domestic
TXN309129,C105201,CARD209360,2026-05-09,Grocery,368.98,Purchase,Approved,Online,Domestic
TXN309130,C107578,CARD209667,2025-01-03,Fuel,1549.43,Purchase,Approved,POS,Domestic
TXN309131,C105404,CARD201220,2025-09-08,Fuel,2855.63,Purchase,Approved,Contactless,Domestic
TXN309132,C106431,CARD209162,2025-04-17,Healthcare,5112.44,Purchase,Approved,ATM,Domestic
TXN309133,C102403,CARD200616,2025-06-18,Grocery,2787.29,Purchase,Approved,Online,Domestic
TXN309134,C100178,CARD209341,2026-05-31,Online Shopping,594.63,Purchase,Approved,Contactless,Domestic
TXN309135,C104599,CARD205143,2025-12-14,Fuel,1512.65,Purchase,Declined,Online,Domestic
TXN309136,C109283,CARD201475,2026-05-17,Education,587.35,Purchase,Approved,Online,Domestic
TXN309137,C106366,CARD203122,2025-04-22,Dining,1144.01,Recurring Payment,Declined,POS,Domestic
TXN309138,C105678,CARD200573,2025-11-13,Utilities,1114.16,Purchase,Approved,POS,Domestic
TXN309139,C100913,CARD202028,2025-01-13,Fuel,2456.48,Purchase,Approved,POS,Domestic
TXN309140,C101563,CARD207954,2025-07-08,Fuel,808.39,Purchase,Approved,Online,Domestic
TXN309141,C104774,CARD208816,2025-01-29,Electronics,5282.24,Purchase,Approved,POS,Domestic
TXN309142,C106077,CARD208573,2026-03-04,Healthcare,1603.59,Purchase,Approved,Contactless,Domestic
TXN309143,C103511,CARD200306,2026-03-20,Education,855.72,Purchase,Approved,ATM,Domestic
TXN309144,C107376,CARD205733,2025-01-08,Travel,793.11,Purchase,Approved,Contactless,Domestic
TXN309145,C100076,CARD203347,2026-07-15,Fuel,478.47,Purchase,Approved,Online,Domestic
TXN309146,C109462,CARD201524,2025-10-24,Entertainment,912.56,Purchase,Approved,POS,Domestic
TXN309147,C101800,CARD201525,2025-11-12,Grocery,6121.54,Purchase,Approved,POS,Domestic
TXN309148,C103112,CARD207804,2026-03-01,Online Shopping,1195.29,Recurring Payment,Approved,Contactless,Domestic
TXN309149,C102778,CARD202917,2026-06-06,Electronics,1006.78,Purchase,Approved,Contactless,Domestic
TXN309150,C103512,CARD210059,2025-04-24,Dining,5567.4,Purchase,Approved,POS,Domestic
TXN309151,C108186,CARD202838,2026-06-12,Healthcare,433.66,Recurring Payment,Approved,ATM,Domestic
TXN309152,C107450,CARD201341,2026-02-23,Education,4486.04,Recurring Payment,Approved,Online,Domestic
TXN309153,C102482,CARD202422,2026-06-18,Grocery,2235.78,Purchase,Approved,POS,Domestic
TXN309154,C109397,CARD202602,2025-06-01,Electronics,1475.82,Purchase,Approved,Online,Domestic
TXN309155,C102172,CARD203982,2025-09-29,Education,8296.6,Purchase,Approved,Online,Domestic
TXN309156,C109762,CARD203579,2025-03-25,Entertainment,3063.67,Purchase,Approved,Online,Domestic
TXN309157,C103032,CARD207655,2025-10-15,Online Shopping,1405.79,Purchase,Approved,POS,Domestic
TXN309158,C105480,CARD210005,2026-05-18,Online Shopping,649.53,Purchase,Approved,Contactless,Domestic
TXN309159,C106615,CARD207475,2025-06-28,Fuel,768.33,Purchase,Approved,Online,Domestic
TXN309160,C102875,CARD210348,2025-12-18,Online Shopping,2462.61,Purchase,Approved,Online,Domestic
TXN309161,C104145,CARD210461,2025-10-18,Online Shopping,955.96,Purchase,Approved,Contactless,Domestic
TXN309162,C101900,CARD210074,2025-08-08,Dining,879.42,Purchase,Approved,POS,Domestic
TXN309163,C107175,CARD201336,2025-03-21,Grocery,576.26,Purchase,Approved,POS,Domestic
TXN309164,C100073,CARD204305,2026-06-01,Travel,2866.55,Purchase,Approved,Online,International
TXN309165,C107617,CARD200345,2025-12-01,Electronics,2887.88,Purchase,Approved,Contactless,Domestic
TXN309166,C108681,CARD207861,2026-01-25,Entertainment,1498.67,Recurring Payment,Declined,POS,Domestic
TXN309167,C101496,CARD200577,2025-09-03,Travel,934.44,Purchase,Approved,Contactless,Domestic
TXN309168,C109630,CARD200626,2026-06-24,Fuel,1565.36,Purchase,Approved,ATM,Domestic
TXN309169,C101156,CARD200030,2025-06-19,Travel,1265.4,Purchase,Approved,Online,Domestic
TXN309170,C107588,CARD208458,2026-03-24,Electronics,992.9,Recurring Payment,Approved,POS,Domestic
TXN309171,C105268,CARD211334,2026-01-16,Travel,603.46,Purchase,Approved,POS,Domestic
TXN309172,C107803,CARD206367,2025-05-25,Online Shopping,1165.0,Purchase,Approved,POS,Domestic
TXN309173,C109179,CARD211142,2026-08-10,Entertainment,2080.52,Purchase,Declined,ATM,Domestic
TXN309174,C106281,CARD205661,2026-03-17,Entertainment,131.4,Purchase,Approved,POS,Domestic
TXN309175,C102766,CARD200447,2026-08-26,Education,11119.59,Recurring Payment,Approved,Online,Domestic
TXN309176,C108871,CARD209766,2025-08-15,Travel,2430.58,Purchase,Approved,POS,Domestic
TXN309177,C107201,CARD202051,2026-07-13,Online Shopping,927.32,Purchase,Approved,Online,Domestic
TXN309178,C103409,CARD209982,2026-01-18,Electronics,222.93,Purchase,Approved,POS,Domestic
TXN309179,C108602,CARD201269,2025-01-16,Grocery,540.61,Purchase,Approved,Online,Domestic
TXN309180,C105140,CARD202497,2025-06-06,Education,647.29,Cash Withdrawal,Approved,POS,Domestic
TXN309181,C103182,CARD211365,2025-09-02,Dining,2791.56,Purchase,Approved,ATM,Domestic
TXN309182,C101234,CARD202041,2026-01-14,Fuel,1006.8,Purchase,Approved,POS,Domestic
TXN309183,C109079,CARD202096,2026-06-17,Online Shopping,2604.88,Purchase,Approved,POS,Domestic
TXN309184,C107549,CARD200488,2025-02-11,Online Shopping,909.67,Purchase,Approved,Contactless,Domestic
TXN309185,C106801,CARD211241,2025-12-14,Dining,757.08,Purchase,Approved,POS,Domestic
TXN309186,C108908,CARD207942,2025-08-13,Grocery,4735.25,Purchase,Approved,Online,Domestic
TXN309187,C104351,CARD208946,2025-01-07,Utilities,1405.46,Purchase,Approved,Contactless,Domestic
TXN309188,C100767,CARD207660,2026-03-07,Online Shopping,359.23,Purchase,Approved,POS,Domestic
TXN309189,C106522,CARD205263,2025-07-28,Grocery,6192.16,Purchase,Approved,Contactless,Domestic
TXN309190,C102433,CARD211256,2026-07-12,Grocery,2448.83,Purchase,Approved,Online,Domestic
TXN309191,C104750,CARD207441,2025-12-31,Dining,1458.39,Purchase,Approved,Contactless,Domestic
TXN309192,C107396,CARD209072,2026-04-18,Entertainment,1320.23,Purchase,Approved,Online,Domestic
TXN309193,C102811,CARD207394,2025-07-31,Grocery,1199.67,Purchase,Approved,POS,Domestic
TXN309194,C101539,CARD208216,2025-08-27,Dining,533.2,Purchase,Declined,POS,Domestic
TXN309195,C100685,CARD205416,2026-01-02,Entertainment,1123.07,Purchase,Approved,Contactless,Domestic
TXN309196,C103231,CARD206876,2026-02-15,Healthcare,2396.95,Purchase,Approved,Contactless,Domestic
TXN309197,C107100,CARD208799,2026-01-31,Education,154.92,Purchase,Approved,Contactless,Domestic
TXN309198,C100357,CARD206674,2025-01-06,Electronics,373.38,Purchase,Approved,ATM,Domestic
TXN309199,C109336,CARD208787,2026-08-25,Fuel,394.76,Purchase,Approved,POS,Domestic
TXN309200,C103774,CARD209724,2025-02-20,Utilities,1015.85,Purchase,Approved,POS,Domestic
TXN309201,C102441,CARD209366,2025-10-07,Healthcare,787.86,Recurring Payment,Approved,ATM,Domestic
TXN309202,C109644,CARD204183,2026-08-12,Utilities,2166.08,Recurring Payment,Approved,Contactless,Domestic
TXN309203,C101954,CARD209535,2025-05-02,Grocery,500.62,Purchase,Approved,Contactless,Domestic
TXN309204,C104262,CARD201616,2025-06-01,Healthcare,1377.52,Purchase,Approved,POS,Domestic
TXN309205,C109691,CARD205016,2025-08-22,Online Shopping,893.2,Purchase,Approved,POS,Domestic
TXN309206,C104068,CARD209809,2026-01-30,Travel,973.13,Recurring Payment,Approved,ATM,Domestic
TXN309207,C105362,CARD209134,2026-02-07,Online Shopping,3520.32,Purchase,Approved,POS,International
TXN309208,C109744,CARD202155,2025-06-26,Education,3070.43,Purchase,Approved,Contactless,Domestic
TXN309209,C100459,CARD211052,2026-04-03,Fuel,3872.72,Purchase,Declined,Online,International
TXN309210,C106173,CARD211350,2025-11-20,Electronics,968.94,Purchase,Approved,POS,Domestic
TXN309211,C105671,CARD201401,2026-03-03,Fuel,6670.59,Purchase,Approved,ATM,Domestic
TXN309212,C100922,CARD209307,2025-11-06,Grocery,6066.67,Purchase,Approved,Online,Domestic
TXN309213,C100595,CARD202217,2025-02-16,Grocery,477.63,Purchase,Approved,Online,Domestic
TXN309214,C109480,CARD206661,2025-11-08,Dining,372.78,Purchase,Declined,POS,International
TXN309215,C109876,CARD204607,2025-11-18,Healthcare,5573.5,Purchase,Approved,POS,Domestic
TXN309216,C106711,CARD204369,2025-07-01,Fuel,895.01,Purchase,Approved,POS,Domestic
TXN309217,C100260,CARD205174,2025-12-14,Grocery,1058.77,Purchase,Approved,Contactless,Domestic
TXN309218,C106791,CARD206851,2025-09-22,Fuel,1094.44,Purchase,Declined,POS,Domestic
TXN309219,C106686,CARD211438,2026-08-24,Travel,1792.68,Purchase,Approved,ATM,Domestic
TXN309220,C107247,CARD202751,2026-01-16,Dining,6107.61,Purchase,Approved,Online,Domestic
TXN309221,C103711,CARD201944,2026-04-24,Online Shopping,868.37,Purchase,Approved,POS,Domestic
TXN309222,C102907,CARD205324,2026-04-27,Healthcare,1017.07,Purchase,Approved,ATM,Domestic
TXN309223,C108926,CARD210572,2025-10-23,Dining,1241.03,Purchase,Approved,POS,Domestic
TXN309224,C109834,CARD205460,2026-01-25,Utilities,2761.83,Purchase,Approved,Contactless,Domestic
TXN309225,C101396,CARD208929,2025-02-28,Education,1475.81,Purchase,Approved,Online,Domestic
TXN309226,C107891,CARD202555,2025-12-29,Travel,1562.71,Purchase,Approved,Contactless,Domestic
TXN309227,C105103,CARD209719,2026-01-09,Education,870.53,Cash Withdrawal,Approved,Contactless,Domestic
TXN309228,C101545,CARD201441,2026-03-04,Travel,1545.06,Cash Withdrawal,Approved,POS,Domestic
TXN309229,C109729,CARD202391,2025-06-25,Utilities,744.98,Purchase,Approved,Contactless,Domestic
TXN309230,C105097,CARD205513,2026-04-20,Healthcare,3072.02,Purchase,Approved,Online,Domestic
TXN309231,C101984,CARD209353,2025-01-22,Healthcare,394.4,Purchase,Approved,Contactless,Domestic
TXN309232,C100541,CARD210710,2025-12-31,Online Shopping,5561.07,Purchase,Declined,Online,Domestic
TXN309233,C100233,CARD206296,2026-01-29,Education,1567.89,Purchase,Approved,POS,Domestic
TXN309234,C100079,CARD211113,2025-05-16,Travel,1049.6,Purchase,Approved,Contactless,Domestic
TXN309235,C101593,CARD201160,2025-12-14,Utilities,6685.74,Recurring Payment,Approved,POS,Domestic
TXN309236,C106735,CARD201726,2026-03-26,Entertainment,808.07,Purchase,Approved,Online,Domestic
TXN309237,C105179,CARD211815,2026-04-08,Travel,2569.11,Purchase,Approved,Online,Domestic
TXN309238,C103108,CARD203418,2025-12-06,Utilities,297.79,Purchase,Declined,Contactless,Domestic
TXN309239,C102337,CARD208864,2026-06-04,Healthcare,976.65,Purchase,Reversed,Contactless,Domestic
TXN309240,C103599,CARD203189,2025-01-12,Travel,593.36,Recurring Payment,Approved,Online,Domestic
TXN309241,C101941,CARD205590,2025-04-23,Electronics,955.57,Purchase,Approved,Online,Domestic
TXN309242,C107699,CARD204487,2025-01-23,Healthcare,4372.94,Purchase,Approved,Online,Domestic
TXN309243,C103313,CARD202458,2025-09-21,Fuel,1280.67,Purchase,Approved,POS,International
TXN309244,C104038,CARD209397,2026-06-23,Electronics,3456.72,Purchase,Approved,POS,Domestic
TXN309245,C108051,CARD207607,2026-01-22,Online Shopping,4373.8,Purchase,Declined,ATM,Domestic
TXN309246,C107116,CARD211415,2026-06-12,Travel,1455.13,Purchase,Approved,POS,Domestic
TXN309247,C100565,CARD204944,2025-07-22,Fuel,23448.66,Purchase,Approved,POS,Domestic
TXN309248,C107205,CARD205356,2026-02-22,Online Shopping,1070.63,Purchase,Approved,POS,Domestic
TXN309249,C108486,CARD203284,2026-03-31,Healthcare,3892.11,Purchase,Declined,POS,Domestic
TXN309250,C107115,CARD211506,2025-01-24,Healthcare,3182.06,Recurring Payment,Approved,Online,International
TXN309251,C107813,CARD204165,2025-02-08,Healthcare,2140.67,Cash Withdrawal,Approved,POS,Domestic
TXN309252,C104064,CARD209000,2026-05-22,Dining,1904.9,Purchase,Approved,Contactless,Domestic
TXN309253,C107633,CARD209491,2026-03-31,Education,440.19,Purchase,Approved,Contactless,Domestic
TXN309254,C104778,CARD210100,2025-03-16,Dining,349.22,Purchase,Declined,Online,Domestic
TXN309255,C109787,CARD201680,2026-03-26,Fuel,244.84,Purchase,Approved,POS,Domestic
TXN309256,C104191,CARD201332,2025-11-14,Fuel,725.78,Purchase,Approved,Online,International
TXN309257,C108708,CARD200018,2025-01-22,Utilities,849.62,Purchase,Declined,POS,Domestic
TXN309258,C102921,CARD201954,2026-03-03,Education,5344.34,Recurring Payment,Approved,ATM,Domestic
TXN309259,C109568,CARD204209,2025-05-04,Grocery,4367.57,Purchase,Approved,Contactless,Domestic
TXN309260,C100122,CARD205102,2025-09-03,Entertainment,1172.58,Purchase,Approved,Online,Domestic
TXN309261,C100135,CARD200497,2026-01-23,Electronics,909.38,Purchase,Approved,Contactless,Domestic
TXN309262,C100957,CARD210285,2025-07-26,Education,28707.33,Purchase,Approved,Contactless,Domestic
TXN309263,C109465,CARD208330,2025-10-04,Healthcare,2592.75,Purchase,Approved,Online,Domestic
TXN309264,C100569,CARD200634,2026-07-08,Fuel,1009.8,Purchase,Approved,POS,Domestic
TXN309265,C108445,CARD204012,2025-08-29,Grocery,863.63,Cash Withdrawal,Approved,POS,Domestic
TXN309266,C102965,CARD201751,2026-03-11,Online Shopping,499.01,Purchase,Approved,Contactless,International
TXN309267,C103858,CARD204523,2025-05-13,Grocery,550.07,Purchase,Declined,ATM,Domestic
TXN309268,C105395,CARD211446,2026-01-10,Healthcare,655.04,Purchase,Approved,ATM,Domestic
TXN309269,C106040,CARD206441,2025-11-25,Travel,3769.33,Purchase,Approved,ATM,Domestic
TXN309270,C106439,CARD211135,2025-01-26,Entertainment,5060.68,Recurring Payment,Approved,ATM,International
TXN309271,C100106,CARD200572,2025-06-15,Online Shopping,3144.54,Purchase,Approved,ATM,International
TXN309272,C102266,CARD204694,2025-06-30,Grocery,478.98,Purchase,Approved,POS,Domestic
TXN309273,C107852,CARD203554,2025-08-14,Online Shopping,1784.43,Purchase,Approved,POS,Domestic
TXN309274,C103107,CARD209311,2025-08-20,Fuel,1744.31,Purchase,Approved,Online,Domestic
TXN309275,C105862,CARD202571,2025-02-08,Travel,1342.45,Recurring Payment,Declined,ATM,Domestic
TXN309276,C109452,CARD207481,2025-02-07,Grocery,829.58,Purchase,Approved,ATM,Domestic
TXN309277,C104190,CARD211166,2025-10-14,Online Shopping,270.53,Purchase,Approved,Contactless,Domestic
TXN309278,C104635,CARD201654,2025-05-02,Utilities,1367.95,Recurring Payment,Approved,Contactless,Domestic
TXN309279,C101288,CARD201036,2025-06-11,Grocery,1765.47,Purchase,Approved,Online,Domestic
TXN309280,C104431,CARD208744,2026-03-04,Healthcare,530.61,Purchase,Approved,Online,Domestic
TXN309281,C103809,CARD208894,2026-05-08,Electronics,416.14,Recurring Payment,Approved,Online,Domestic
TXN309282,C106859,CARD208153,2025-03-22,Grocery,582.41,Purchase,Approved,ATM,Domestic
TXN309283,C102968,CARD208849,2025-10-12,Utilities,12067.28,Purchase,Approved,Online,Domestic
TXN309284,C107588,CARD208458,2025-03-21,Entertainment,3200.37,Purchase,Approved,POS,International
TXN309285,C108549,CARD208657,2025-06-28,Utilities,2197.69,Purchase,Approved,Online,Domestic
TXN309286,C103275,CARD204035,2025-08-28,Electronics,3782.52,Purchase,Approved,Online,Domestic
TXN309287,C101341,CARD206889,2025-08-01,Online Shopping,8197.84,Recurring Payment,Approved,Online,Domestic
TXN309288,C104335,CARD202777,2026-07-19,Entertainment,1104.12,Purchase,Approved,Contactless,Domestic
TXN309289,C101221,CARD202260,2025-04-19,Education,2993.72,Purchase,Approved,Online,Domestic
TXN309290,C102776,CARD204240,2026-03-30,Healthcare,1934.18,Purchase,Approved,Contactless,Domestic
TXN309291,C108988,CARD203987,2025-05-02,Travel,1055.77,Purchase,Approved,Online,Domestic
TXN309292,C106340,CARD204486,2025-05-18,Healthcare,2803.96,Purchase,Approved,ATM,Domestic
TXN309293,C105956,CARD201589,2025-02-11,Travel,746.43,Purchase,Approved,Contactless,Domestic
TXN309294,C109548,CARD206420,2026-04-04,Electronics,2097.9,Purchase,Approved,POS,Domestic
TXN309295,C106870,CARD202559,2026-02-10,Healthcare,1293.39,Recurring Payment,Approved,Contactless,Domestic
TXN309296,C102047,CARD205666,2025-01-12,Education,338.34,Purchase,Approved,Contactless,Domestic
TXN309297,C109101,CARD203560,2025-11-06,Healthcare,1834.26,Purchase,Approved,POS,Domestic
TXN309298,C109833,CARD208996,2025-05-07,Grocery,1256.04,Purchase,Approved,POS,Domestic
TXN309299,C107641,CARD207913,2025-04-10,Healthcare,710.53,Purchase,Approved,POS,Domestic
TXN309300,C107257,CARD202631,2025-06-24,Dining,1078.11,Purchase,Approved,POS,Domestic
TXN309301,C101201,CARD207011,2025-11-14,Dining,2636.94,Purchase,Reversed,Online,Domestic
TXN309302,C109159,CARD209167,2026-08-27,Fuel,1090.74,Purchase,Declined,POS,Domestic
TXN309303,C100084,CARD204943,2026-01-14,Travel,2276.11,Recurring Payment,Approved,Online,Domestic
TXN309304,C105803,CARD211915,2025-05-21,Healthcare,614.49,Purchase,Reversed,POS,Domestic
TXN309305,C101858,CARD201571,2026-08-12,Healthcare,1522.12,Purchase,Approved,Contactless,Domestic
TXN309306,C106447,CARD211587,2026-04-04,Travel,4610.59,Purchase,Approved,Online,Domestic
TXN309307,C105685,CARD202939,2025-05-03,Grocery,638.88,Purchase,Approved,POS,Domestic
TXN309308,C107599,CARD202576,2026-02-18,Fuel,3086.16,Purchase,Approved,Contactless,Domestic
TXN309309,C101009,CARD205014,2025-05-29,Travel,1160.86,Purchase,Approved,Online,Domestic
TXN309310,C104667,CARD210599,2025-10-17,Utilities,2468.76,Purchase,Approved,Online,Domestic
TXN309311,C100582,CARD211101,2025-10-20,Dining,3151.02,Purchase,Approved,Contactless,Domestic
TXN309312,C107978,CARD205467,2026-02-03,Dining,1195.13,Purchase,Approved,Contactless,Domestic
TXN309313,C103869,CARD206821,2025-11-22,Electronics,3104.02,Purchase,Approved,Online,Domestic
TXN309314,C106698,CARD200678,2026-01-20,Grocery,289.93,Purchase,Approved,POS,Domestic
TXN309315,C102940,CARD210452,2025-05-30,Utilities,2074.78,Purchase,Approved,ATM,Domestic
TXN309316,C107091,CARD202392,2026-06-25,Electronics,723.53,Recurring Payment,Declined,Online,Domestic
TXN309317,C109235,CARD210631,2026-04-19,Dining,1946.4,Purchase,Approved,POS,International
TXN309318,C105708,CARD205624,2025-02-04,Dining,2119.01,Purchase,Approved,POS,Domestic
TXN309319,C103511,CARD200306,2026-03-16,Travel,587.52,Purchase,Approved,Online,Domestic
TXN309320,C103004,CARD208288,2026-06-08,Dining,7727.71,Purchase,Declined,Online,Domestic
TXN309321,C100984,CARD211885,2025-01-03,Utilities,213.02,Purchase,Approved,Online,Domestic
TXN309322,C109053,CARD201609,2025-06-13,Entertainment,422.35,Purchase,Approved,Online,Domestic
TXN309323,C107823,CARD206653,2026-07-22,Electronics,3233.49,Purchase,Approved,Online,Domestic
TXN309324,C109528,CARD208334,2026-03-11,Entertainment,3187.09,Purchase,Approved,POS,Domestic
TXN309325,C106791,CARD206851,2025-08-19,Dining,1102.86,Purchase,Approved,POS,Domestic
TXN309326,C100817,CARD206967,2025-12-02,Utilities,3352.84,Purchase,Approved,Contactless,Domestic
TXN309327,C105044,CARD201974,2026-02-21,Electronics,1944.73,Purchase,Approved,Online,Domestic
TXN309328,C102951,CARD202377,2026-05-02,Travel,388.06,Purchase,Approved,POS,Domestic
TXN309329,C107759,CARD204394,2025-09-28,Healthcare,5004.57,Purchase,Approved,ATM,Domestic
TXN309330,C100902,CARD200990,2026-06-24,Travel,1285.01,Purchase,Approved,ATM,Domestic
TXN309331,C109247,CARD202988,2025-09-13,Education,1762.96,Purchase,Approved,Online,Domestic
TXN309332,C102124,CARD210219,2025-06-01,Education,604.85,Purchase,Reversed,ATM,Domestic
TXN309333,C100383,CARD211577,2025-08-09,Entertainment,4453.5,Purchase,Approved,POS,Domestic
TXN309334,C100259,CARD209729,2026-03-18,Entertainment,1818.09,Purchase,Approved,ATM,Domestic
TXN309335,C103346,CARD201895,2025-03-19,Healthcare,3755.01,Purchase,Approved,POS,Domestic
TXN309336,C102661,CARD207161,2026-01-28,Utilities,2429.06,Purchase,Approved,Online,Domestic
TXN309337,C103135,CARD200161,2026-07-15,Online Shopping,1061.62,Purchase,Approved,Online,Domestic
TXN309338,C107722,CARD210904,2025-05-06,Entertainment,1915.33,Recurring Payment,Approved,ATM,Domestic
TXN309339,C100808,CARD201280,2026-01-18,Electronics,562.46,Purchase,Approved,POS,Domestic
TXN309340,C100801,CARD211693,2025-09-12,Dining,448.78,Recurring Payment,Approved,Contactless,Domestic
TXN309341,C100587,CARD207056,2026-01-19,Travel,881.15,Purchase,Approved,Online,Domestic
TXN309342,C108233,CARD205374,2026-06-07,Dining,3281.11,Recurring Payment,Approved,POS,Domestic
TXN309343,C108807,CARD209756,2026-06-06,Fuel,2204.31,Purchase,Approved,POS,Domestic
TXN309344,C105378,CARD205125,2026-01-13,Fuel,487.91,Purchase,Approved,Contactless,Domestic
TXN309345,C105750,CARD210736,2026-04-16,Electronics,1248.65,Purchase,Declined,POS,Domestic
TXN309346,C105630,CARD206864,2025-12-15,Travel,1427.72,Purchase,Approved,Contactless,Domestic
TXN309347,C105294,CARD201236,2025-05-17,Electronics,469.64,Purchase,Approved,Online,Domestic
TXN309348,C100264,CARD210766,2026-03-12,Online Shopping,407.01,Purchase,Approved,Contactless,Domestic
TXN309349,C106184,CARD201933,2025-07-12,Healthcare,5898.0,Purchase,Approved,Online,Domestic
