Card_ID,Customer_ID,Card_Type,Credit_Limit,Annual_Fee,Card_Status,Account_Open_Date
CARD203062,C100739,Platinum,150000,500,Active,2020-04-07
CARD203063,C100875,Premium,200000,0,Active,2021-08-24
CARD203064,C102409,Gold,100000,500,Active,2018-01-02
CARD203065,C102899,Gold,150000,0,Active,2018-11-10
CARD203066,C100397,Blue,300000,1000,Active,2017-07-27
CARD203067,C104043,Platinum,200000,0,Active,2026-03-09
CARD203068,C107377,Gold,300000,2500,Active,2017-08-11
CARD203069,C102823,Gold,150000,0,Active,2025-05-12
CARD203070,C101752,Premium,100000,500,Active,2024-05-09
CARD203071,C108016,Platinum,300000,1000,Inactive,2017-06-12
CARD203072,C103826,Platinum,75000,2500,Active,2025-05-29
CARD203073,C100316,Gold,100000,0,Active,2020-08-20
CARD203074,C107768,Blue,75000,5000,Active,2023-10-24
CARD203075,C106737,Blue,200000,5000,Closed,2019-04-13
CARD203076,C104920,Gold,150000,500,Active,2023-10-06
CARD203077,C109287,Platinum,150000,500,Active,2021-06-21
CARD203078,C108731,Platinum,200000,500,Active,2020-08-12
CARD203079,C105866,Premium,200000,500,Active,2023-04-04
CARD203080,C105070,Blue,75000,2500,Active,2019-06-04
CARD203081,C108855,Gold,200000,500,Active,2017-11-05
CARD203082,C102800,Platinum,150000,2500,Active,2020-12-03
CARD203083,C108864,Gold,300000,500,Blocked,2019-10-10
CARD203084,C107258,Blue,50000,1000,Active,2020-06-30
CARD203085,C103696,Platinum,75000,1000,Active,2021-08-09
CARD203086,C104211,Blue,75000,500,Active,2017-07-12
CARD203087,C100897,Gold,50000,5000,Active,2019-05-11
CARD203088,C102030,Gold,150000,500,Inactive,2019-01-20
CARD203089,C104593,Blue,200000,500,Active,2023-02-02
CARD203090,C104962,Platinum,150000,0,Active,2017-09-07
CARD203091,C108362,Gold,200000,2500,Active,2020-10-11
CARD203092,C109785,Gold,150000,1000,Active,2022-01-08
CARD203093,C104451,Premium,150000,0,Active,2024-11-12
CARD203094,C105784,Blue,75000,500,Active,2024-02-04
CARD203095,C104251,Gold,500000,500,Active,2023-01-24
CARD203096,C106891,Gold,100000,2500,Active,2021-09-20
CARD203097,C100301,Blue,500000,2500,Active,2020-12-11
CARD203098,C109161,Blue,100000,500,Closed,2022-05-10
CARD203099,C107236,Gold,100000,2500,Active,2021-10-16
CARD203100,C109105,Premium,200000,1000,Closed,2024-12-28
CARD203101,C102017,Gold,200000,0,Blocked,2021-01-19
CARD203102,C105632,Gold,75000,0,Active,2023-12-16
CARD203103,C102506,Gold,500000,500,Active,2020-11-09
CARD203104,C103616,Blue,50000,0,Active,2023-12-03
CARD203105,C107583,Blue,50000,2500,Active,2026-02-28
CARD203106,C104288,Gold,50000,0,Closed,2022-09-13
CARD203107,C103698,Gold,150000,0,Inactive,2017-03-16
CARD203108,C104049,Blue,150000,2500,Active,2020-12-01
CARD203109,C101434,Blue,300000,0,Active,2022-10-01
CARD203110,C102738,Platinum,100000,0,Active,2017-06-26
CARD203111,C102177,Gold,200000,1000,Active,2022-09-12
CARD203112,C104121,Platinum,150000,0,Active,2025-11-07
CARD203113,C101503,Platinum,100000,500,Active,2017-08-15
CARD203114,C107296,Platinum,150000,500,Active,2022-02-10
CARD203115,C102635,Gold,75000,5000,Active,2023-04-18
CARD203116,C105179,Premium,200000,0,Active,2017-12-28
CARD203117,C101699,Gold,150000,0,Active,2021-05-05
CARD203118,C108434,Blue,200000,2500,Active,2018-01-11
CARD203119,C105384,Platinum,100000,500,Active,2017-08-20
CARD203120,C102525,Blue,75000,1000,Inactive,2023-07-29
CARD203121,C106190,Platinum,100000,0,Active,2020-11-16
CARD203122,C106366,Premium,100000,5000,Active,2017-09-03
CARD203123,C106601,Blue,100000,1000,Inactive,2021-12-03
CARD203124,C108696,Blue,150000,1000,Active,2017-06-28
CARD203125,C104057,Platinum,100000,1000,Active,2026-01-15
CARD203126,C104294,Platinum,150000,500,Active,2022-11-21
CARD203127,C102836,Gold,150000,500,Active,2017-11-01
CARD203128,C106563,Gold,50000,500,Inactive,2023-01-20
CARD203129,C106465,Platinum,150000,2500,Active,2019-11-28
CARD203130,C102408,Gold,100000,0,Active,2021-12-06
CARD203131,C108484,Platinum,200000,0,Active,2020-06-30
CARD203132,C102754,Blue,200000,2500,Active,2022-06-18
CARD203133,C109736,Blue,200000,0,Active,2020-11-28
CARD203134,C103970,Gold,75000,5000,Active,2024-12-14
CARD203135,C102025,Gold,200000,1000,Inactive,2024-05-30
CARD203136,C109140,Blue,150000,0,Blocked,2019-09-21
CARD203137,C109286,Blue,300000,0,Inactive,2020-02-01
CARD203138,C104740,Platinum,150000,0,Inactive,2018-05-27
CARD203139,C101252,Gold,50000,0,Active,2017-06-04
CARD203140,C104767,Blue,150000,500,Active,2024-06-20
CARD203141,C107145,Blue,150000,2500,Inactive,2019-01-26
CARD203142,C100350,Platinum,300000,0,Active,2020-02-20
CARD203143,C101479,Blue,100000,0,Blocked,2017-03-06
CARD203144,C101296,Gold,100000,0,Inactive,2018-04-30
CARD203145,C104244,Gold,200000,0,Active,2024-07-02
CARD203146,C105001,Premium,150000,0,Active,2024-03-26
CARD203147,C104840,Platinum,100000,500,Blocked,2025-09-15
CARD203148,C102956,Platinum,200000,1000,Inactive,2022-11-13
CARD203149,C103101,Platinum,50000,0,Active,2023-09-26
CARD203150,C106880,Premium,100000,0,Closed,2024-09-29
CARD203151,C101829,Blue,100000,0,Active,2019-07-10
CARD203152,C106798,Blue,50000,5000,Inactive,2021-06-26
CARD203153,C101352,Blue,500000,1000,Active,2017-05-02
CARD203154,C105318,Platinum,500000,0,Blocked,2022-01-14
CARD203155,C105518,Gold,150000,0,Active,2023-11-29
CARD203156,C108448,Blue,100000,0,Active,2021-12-29
CARD203157,C105744,Blue,150000,1000,Active,2021-09-09
CARD203158,C100715,Gold,300000,5000,Active,2026-01-20
CARD203159,C101634,Blue,300000,0,Active,2019-10-07
CARD203160,C106236,Gold,100000,2500,Active,2020-03-25
CARD203161,C104160,Blue,200000,2500,Active,2019-04-21
CARD203162,C101218,Platinum,75000,1000,Inactive,2017-08-30
CARD203163,C100032,Blue,150000,500,Active,2017-03-30
CARD203164,C104222,Gold,75000,5000,Active,2018-04-03
CARD203165,C100895,Blue,200000,1000,Active,2017-01-10
CARD203166,C100887,Gold,150000,500,Active,2018-08-14
CARD203167,C106856,Gold,50000,1000,Inactive,2018-12-20
CARD203168,C108450,Platinum,150000,2500,Blocked,2017-03-21
CARD203169,C107263,Platinum,100000,0,Blocked,2024-07-18
CARD203170,C108280,Gold,300000,2500,Inactive,2017-05-15
CARD203171,C101056,Gold,150000,2500,Active,2024-06-29
CARD203172,C108375,Blue,50000,500,Active,2017-12-28
CARD203173,C107520,Gold,200000,0,Active,2019-08-29
CARD203174,C108490,Blue,300000,2500,Active,2024-11-19
CARD203175,C101708,Gold,150000,2500,Active,2025-08-31
CARD203176,C107887,Blue,300000,1000,Active,2019-03-18
CARD203177,C109423,Blue,100000,1000,Active,2024-11-05
CARD203178,C104783,Gold,100000,2500,Closed,2025-01-02
CARD203179,C109714,Premium,300000,0,Active,2024-10-28
CARD203180,C106694,Platinum,100000,0,Active,2018-06-17
CARD203181,C109519,Platinum,500000,2500,Active,2025-12-20
CARD203182,C106126,Platinum,300000,0,Inactive,2025-09-04
CARD203183,C107274,Gold,150000,500,Active,2018-10-07
CARD203184,C101397,Platinum,200000,2500,Active,2025-06-05
CARD203185,C105897,Gold,200000,500,Active,2021-02-16
CARD203186,C104596,Premium,100000,500,Active,2025-05-21
CARD203187,C100161,Platinum,100000,0,Active,2019-06-17
CARD203188,C102866,Blue,300000,0,Active,2022-07-14
CARD203189,C103599,Gold,150000,1000,Active,2024-05-20
CARD203190,C109608,Gold,100000,5000,Inactive,2020-02-14
CARD203191,C100758,Gold,75000,0,Active,2024-01-21
CARD203192,C107692,Blue,100000,5000,Active,2023-01-14
CARD203193,C100062,Gold,100000,0,Active,2019-06-07
CARD203194,C100738,Gold,100000,2500,Active,2019-02-19
CARD203195,C105447,Blue,200000,2500,Closed,2020-11-27
CARD203196,C107723,Gold,500000,0,Active,2018-01-16
CARD203197,C103753,Platinum,100000,500,Active,2023-01-16
CARD203198,C108077,Blue,200000,0,Active,2024-12-29
CARD203199,C106904,Platinum,150000,5000,Active,2025-02-27
CARD203200,C109977,Gold,200000,0,Active,2018-05-06
CARD203201,C109273,Gold,100000,500,Active,2023-11-22
CARD203202,C106229,Premium,100000,500,Active,2019-07-24
CARD203203,C105504,Gold,100000,500,Active,2018-04-13
CARD203204,C102228,Premium,200000,1000,Active,2025-01-26
CARD203205,C108298,Premium,75000,500,Active,2022-02-09
CARD203206,C103379,Gold,100000,2500,Active,2024-08-01
CARD203207,C108876,Gold,150000,0,Blocked,2018-02-16
CARD203208,C101340,Platinum,200000,2500,Active,2022-10-15
CARD203209,C107262,Blue,150000,1000,Active,2026-02-05
CARD203210,C107031,Gold,150000,5000,Active,2020-04-14
CARD203211,C100547,Gold,50000,2500,Active,2024-11-30
CARD203212,C101129,Platinum,50000,2500,Active,2017-06-27
CARD203213,C107956,Gold,100000,500,Active,2019-04-30
CARD203214,C100386,Blue,50000,0,Active,2024-06-19
CARD203215,C108768,Gold,75000,5000,Active,2018-06-05
CARD203216,C100916,Gold,500000,0,Blocked,2017-12-10
CARD203217,C103537,Blue,75000,0,Active,2017-08-21
CARD203218,C105371,Blue,200000,2500,Active,2021-02-28
CARD203219,C107367,Gold,150000,2500,Inactive,2023-10-28
CARD203220,C108169,Gold,75000,5000,Active,2026-02-26
CARD203221,C104798,Gold,75000,1000,Active,2023-03-24
CARD203222,C107758,Gold,50000,2500,Blocked,2022-09-24
CARD203223,C102989,Premium,50000,0,Active,2018-03-11
CARD203224,C109356,Gold,300000,1000,Active,2017-04-22
CARD203225,C104813,Blue,500000,5000,Active,2025-03-28
CARD203226,C104625,Platinum,300000,5000,Active,2017-01-25
CARD203227,C100374,Blue,100000,2500,Active,2018-10-27
CARD203228,C102718,Blue,50000,1000,Active,2024-03-09
CARD203229,C109948,Gold,200000,500,Inactive,2023-10-22
CARD203230,C109757,Gold,100000,0,Active,2020-10-23
CARD203231,C102085,Premium,75000,0,Active,2023-11-23
CARD203232,C108132,Gold,100000,0,Active,2019-11-08
CARD203233,C100333,Gold,50000,0,Closed,2024-11-18
CARD203234,C106546,Blue,50000,1000,Inactive,2021-10-15
CARD203235,C101778,Platinum,150000,0,Active,2022-11-21
CARD203236,C108644,Blue,150000,0,Active,2020-02-24
CARD203237,C104976,Gold,150000,500,Inactive,2017-10-13
CARD203238,C109031,Gold,50000,1000,Active,2024-01-05
CARD203239,C108744,Premium,50000,2500,Active,2020-09-25
CARD203240,C106585,Blue,75000,500,Inactive,2023-05-09
CARD203241,C100279,Gold,100000,500,Active,2024-05-15
CARD203242,C106797,Platinum,200000,500,Active,2019-09-27
CARD203243,C102243,Blue,50000,1000,Active,2023-04-11
CARD203244,C103500,Gold,75000,500,Active,2025-10-02
CARD203245,C108439,Blue,200000,1000,Active,2017-03-27
CARD203246,C100680,Blue,100000,500,Active,2026-02-01
CARD203247,C108989,Blue,100000,0,Closed,2018-06-04
CARD203248,C103355,Blue,50000,2500,Active,2022-04-25
CARD203249,C108069,Gold,100000,0,Active,2024-05-05
CARD203250,C104293,Blue,100000,2500,Active,2019-07-11
CARD203251,C104569,Gold,500000,1000,Active,2018-06-20
CARD203252,C105598,Gold,150000,2500,Active,2022-01-10
CARD203253,C106349,Blue,75000,0,Active,2021-03-13
CARD203254,C102262,Blue,200000,0,Active,2023-11-06
CARD203255,C102094,Gold,300000,500,Active,2022-03-01
CARD203256,C108947,Gold,50000,2500,Active,2024-06-06
CARD203257,C100207,Gold,150000,0,Closed,2026-01-20
CARD203258,C103825,Gold,100000,1000,Active,2024-11-21
CARD203259,C106492,Platinum,150000,2500,Active,2018-09-30
CARD203260,C101084,Platinum,50000,0,Inactive,2024-02-19
CARD203261,C109866,Blue,75000,0,Blocked,2017-01-18
CARD203262,C105505,Platinum,150000,500,Active,2024-05-06
CARD203263,C108982,Gold,100000,0,Active,2024-07-10
CARD203264,C100308,Blue,150000,0,Active,2020-06-01
CARD203265,C105096,Blue,200000,0,Active,2021-09-24
CARD203266,C109006,Blue,200000,500,Active,2020-05-02
CARD203267,C100656,Blue,200000,500,Active,2021-02-28
CARD203268,C104225,Blue,300000,5000,Active,2021-10-15
CARD203269,C104653,Blue,150000,500,Active,2018-10-26
CARD203270,C104762,Gold,200000,1000,Active,2024-11-20
CARD203271,C109850,Platinum,300000,500,Active,2020-07-06
CARD203272,C109732,Gold,100000,0,Inactive,2021-05-29
CARD203273,C102976,Gold,50000,500,Inactive,2021-09-12
CARD203274,C102775,Blue,200000,500,Active,2022-04-21
CARD203275,C104954,Gold,50000,5000,Active,2025-05-13
CARD203276,C107715,Blue,100000,2500,Active,2020-01-16
CARD203277,C108617,Blue,200000,0,Active,2017-01-09
CARD203278,C104555,Premium,75000,0,Inactive,2018-08-08
CARD203279,C104959,Gold,75000,1000,Blocked,2017-02-26
CARD203280,C100070,Gold,200000,1000,Active,2025-05-03
CARD203281,C100516,Blue,100000,500,Active,2017-09-02
CARD203282,C105917,Premium,150000,1000,Active,2019-05-15
CARD203283,C104703,Gold,75000,1000,Active,2022-09-02
CARD203284,C108486,Gold,100000,1000,Active,2021-12-02
CARD203285,C106575,Gold,200000,0,Active,2023-06-09
CARD203286,C109178,Platinum,300000,0,Active,2026-02-07
CARD203287,C100420,Platinum,100000,0,Active,2024-10-13
CARD203288,C106422,Blue,150000,500,Active,2021-10-03
CARD203289,C109985,Blue,150000,500,Blocked,2025-07-19
CARD203290,C102881,Platinum,100000,0,Active,2020-11-19
CARD203291,C109030,Blue,200000,1000,Inactive,2021-03-18
CARD203292,C106663,Platinum,300000,0,Active,2019-09-09
CARD203293,C102685,Gold,75000,0,Active,2023-12-26
CARD203294,C103830,Blue,100000,500,Active,2019-09-18
CARD203295,C101926,Blue,75000,1000,Active,2021-07-02
CARD203296,C107443,Premium,50000,1000,Blocked,2024-09-25
CARD203297,C106206,Blue,150000,500,Inactive,2021-03-04
CARD203298,C103309,Gold,75000,2500,Active,2021-05-04
CARD203299,C108320,Platinum,75000,500,Inactive,2026-04-14
CARD203300,C107022,Gold,100000,2500,Active,2019-07-04
CARD203301,C100396,Blue,150000,0,Active,2024-02-24
CARD203302,C107822,Blue,100000,500,Active,2024-04-16
CARD203303,C102325,Blue,150000,1000,Closed,2023-05-30
CARD203304,C109844,Premium,200000,500,Active,2022-11-28
CARD203305,C100322,Gold,50000,500,Active,2018-09-28
CARD203306,C106489,Blue,75000,0,Active,2022-03-07
CARD203307,C101004,Gold,150000,500,Active,2023-11-29
CARD203308,C100763,Gold,75000,0,Active,2019-10-22
CARD203309,C101173,Gold,300000,500,Active,2018-11-03
CARD203310,C107783,Blue,50000,0,Active,2017-04-20
CARD203311,C101726,Blue,100000,500,Active,2017-10-22
CARD203312,C108602,Platinum,50000,5000,Active,2021-08-03
CARD203313,C103039,Premium,50000,500,Active,2017-02-13
CARD203314,C100356,Gold,50000,1000,Active,2023-01-11
CARD203315,C106703,Blue,100000,500,Active,2023-12-17
CARD203316,C104192,Platinum,100000,0,Active,2019-11-28
CARD203317,C108062,Gold,100000,0,Blocked,2018-11-15
CARD203318,C109669,Platinum,100000,500,Active,2021-12-02
CARD203319,C100611,Blue,50000,500,Active,2017-04-30
CARD203320,C102301,Platinum,150000,1000,Active,2023-10-03
CARD203321,C100637,Blue,100000,1000,Blocked,2017-08-18
CARD203322,C104425,Gold,150000,500,Inactive,2019-01-20
CARD203323,C107742,Gold,200000,500,Active,2019-11-22
CARD203324,C102972,Gold,300000,0,Active,2019-12-04
CARD203325,C104367,Blue,300000,1000,Active,2021-09-27
CARD203326,C106089,Platinum,100000,2500,Active,2024-09-02
CARD203327,C103712,Gold,75000,1000,Blocked,2023-03-22
CARD203328,C101710,Gold,150000,0,Active,2020-10-11
CARD203329,C108014,Blue,300000,2500,Active,2023-05-24
CARD203330,C101167,Blue,200000,1000,Active,2024-01-11
CARD203331,C109997,Gold,100000,1000,Active,2019-07-07
CARD203332,C102100,Blue,200000,1000,Active,2024-07-18
CARD203333,C101052,Gold,75000,500,Active,2021-07-31
CARD203334,C104445,Blue,50000,500,Active,2017-10-12
CARD203335,C108625,Platinum,300000,500,Active,2025-02-11
CARD203336,C105156,Gold,300000,1000,Active,2023-04-11
CARD203337,C107752,Gold,200000,500,Active,2018-12-04
CARD203338,C104992,Blue,100000,500,Active,2020-02-17
CARD203339,C104165,Platinum,50000,0,Active,2021-10-18
CARD203340,C105671,Premium,50000,1000,Active,2024-10-18
CARD203341,C109803,Platinum,50000,500,Active,2018-02-18
CARD203342,C108136,Platinum,100000,0,Inactive,2018-09-04
CARD203343,C109150,Blue,75000,2500,Active,2019-12-26
CARD203344,C100230,Gold,75000,500,Active,2025-03-26
CARD203345,C106085,Blue,300000,1000,Active,2021-11-15
CARD203346,C102463,Blue,75000,1000,Active,2018-02-02
CARD203347,C100076,Gold,50000,1000,Active,2025-08-27
CARD203348,C107675,Blue,100000,0,Blocked,2024-10-11
CARD203349,C108745,Gold,200000,0,Blocked,2017-12-23
CARD203350,C100847,Premium,100000,2500,Active,2019-07-18
CARD203351,C103235,Gold,150000,2500,Active,2021-05-09
CARD203352,C106055,Blue,150000,0,Active,2017-07-23
CARD203353,C101243,Blue,75000,1000,Active,2022-08-25
CARD203354,C106511,Gold,200000,0,Active,2019-02-03
CARD203355,C100904,Gold,75000,2500,Inactive,2022-09-14
CARD203356,C104883,Gold,200000,500,Active,2019-04-12
CARD203357,C105574,Platinum,300000,0,Active,2023-07-15
CARD203358,C105350,Platinum,50000,0,Active,2020-08-27
CARD203359,C106972,Gold,75000,1000,Active,2020-02-28
CARD203360,C108566,Blue,500000,1000,Active,2020-06-20
CARD203361,C104329,Blue,500000,1000,Active,2025-09-11
CARD203362,C101549,Blue,100000,5000,Active,2019-10-16
CARD203363,C102693,Platinum,75000,500,Closed,2024-08-28
CARD203364,C109970,Platinum,150000,1000,Active,2025-07-01
CARD203365,C108705,Gold,150000,500,Active,2023-09-27
CARD203366,C105386,Platinum,100000,1000,Inactive,2023-10-19
CARD203367,C102249,Blue,200000,0,Active,2022-12-27
CARD203368,C106832,Gold,75000,5000,Active,2019-07-08
CARD203369,C103063,Blue,200000,2500,Active,2024-09-22
CARD203370,C100665,Gold,150000,5000,Blocked,2019-11-04
CARD203371,C105689,Blue,50000,1000,Active,2025-02-08
CARD203372,C106529,Gold,100000,1000,Active,2024-06-19
CARD203373,C109859,Platinum,150000,0,Active,2022-05-22
CARD203374,C108878,Blue,100000,500,Active,2017-01-16
CARD203375,C100001,Platinum,100000,0,Active,2026-01-28
CARD203376,C109014,Blue,200000,5000,Active,2023-12-03
CARD203377,C106888,Gold,150000,1000,Blocked,2019-04-19
CARD203378,C103643,Gold,75000,0,Active,2021-09-24
CARD203379,C104006,Blue,150000,1000,Active,2017-04-04
CARD203380,C101408,Gold,100000,1000,Active,2025-01-31
CARD203381,C100093,Blue,75000,5000,Active,2020-02-06
CARD203382,C102791,Gold,500000,1000,Active,2026-01-09
CARD203383,C106572,Blue,150000,2500,Active,2018-07-14
CARD203384,C103137,Blue,100000,2500,Active,2017-09-02
CARD203385,C100574,Blue,75000,1000,Active,2017-04-11
CARD203386,C105833,Gold,100000,0,Active,2020-06-17
CARD203387,C104892,Blue,200000,500,Active,2020-12-16
CARD203388,C109482,Blue,200000,2500,Active,2020-03-24
CARD203389,C106207,Blue,150000,2500,Blocked,2022-03-26
CARD203390,C101554,Blue,200000,0,Closed,2024-11-11
CARD203391,C106415,Blue,150000,0,Active,2021-12-12
CARD203392,C105647,Gold,200000,2500,Active,2023-04-07
CARD203393,C102062,Platinum,200000,0,Active,2024-02-25
CARD203394,C100945,Blue,150000,500,Active,2025-02-20
CARD203395,C108602,Blue,75000,5000,Active,2022-04-20
CARD203396,C105483,Platinum,200000,1000,Active,2019-11-23
CARD203397,C100673,Platinum,200000,0,Active,2024-06-25
CARD203398,C107518,Premium,150000,5000,Active,2018-04-23
CARD203399,C100778,Gold,200000,0,Active,2017-05-09
CARD203400,C103846,Blue,100000,2500,Closed,2023-04-30
CARD203401,C101777,Blue,50000,0,Active,2024-11-18
CARD203402,C104887,Blue,200000,0,Active,2019-05-10
CARD203403,C105746,Gold,100000,0,Active,2020-05-21
CARD203404,C101760,Gold,500000,1000,Active,2024-10-22
CARD203405,C103436,Blue,50000,1000,Active,2021-12-31
CARD203406,C109808,Blue,300000,1000,Active,2023-11-19
CARD203407,C107326,Premium,75000,0,Closed,2025-12-27
CARD203408,C104815,Blue,50000,5000,Blocked,2020-11-10
CARD203409,C101256,Blue,100000,0,Active,2020-08-06
CARD203410,C109307,Blue,75000,500,Active,2018-09-23
CARD203411,C105513,Gold,150000,0,Active,2017-07-24
CARD203412,C102865,Blue,150000,500,Active,2020-02-21
CARD203413,C107307,Gold,200000,5000,Active,2024-12-11
CARD203414,C105177,Gold,300000,500,Active,2022-03-15
CARD203415,C106436,Platinum,100000,500,Active,2017-12-14
CARD203416,C108811,Blue,200000,0,Active,2021-05-10
CARD203417,C105283,Blue,300000,2500,Active,2024-04-24
CARD203418,C103108,Gold,100000,1000,Active,2022-06-29
CARD203419,C101835,Gold,100000,500,Active,2022-09-25
CARD203420,C101117,Gold,75000,500,Active,2025-10-13
CARD203421,C106005,Gold,500000,1000,Active,2024-10-06
CARD203422,C100416,Platinum,500000,5000,Blocked,2025-09-09
CARD203423,C104668,Blue,200000,500,Active,2019-01-21
CARD203424,C104003,Premium,50000,0,Active,2022-04-29
CARD203425,C106599,Blue,150000,500,Blocked,2024-02-11
CARD203426,C105189,Blue,300000,0,Active,2019-08-06
CARD203427,C107135,Blue,50000,1000,Active,2020-01-27
CARD203428,C108597,Platinum,100000,0,Active,2018-03-25
CARD203429,C106964,Gold,50000,500,Active,2017-03-04
CARD203430,C100393,Blue,300000,0,Inactive,2017-06-23
CARD203431,C105623,Platinum,150000,0,Active,2017-07-16
CARD203432,C101133,Premium,150000,500,Active,2018-08-11
CARD203433,C106405,Gold,100000,2500,Active,2025-04-24
CARD203434,C108822,Blue,100000,1000,Active,2021-09-11
CARD203435,C100863,Gold,200000,2500,Active,2025-01-21
CARD203436,C101473,Gold,50000,500,Active,2017-10-06
CARD203437,C104809,Blue,150000,0,Active,2023-02-18
CARD203438,C109407,Blue,100000,0,Active,2017-10-08
CARD203439,C103733,Gold,100000,0,Active,2022-09-03
CARD203440,C106877,Platinum,150000,500,Active,2022-10-28
CARD203441,C109318,Blue,50000,0,Active,2025-07-26
CARD203442,C104499,Gold,150000,2500,Closed,2018-09-27
CARD203443,C104324,Platinum,150000,1000,Closed,2023-04-04
CARD203444,C106912,Gold,50000,500,Blocked,2020-10-07
CARD203445,C100348,Gold,50000,1000,Active,2024-03-26
CARD203446,C109705,Blue,100000,500,Active,2019-07-08
CARD203447,C105938,Premium,300000,0,Active,2020-01-02
CARD203448,C100586,Gold,150000,1000,Active,2021-03-22
CARD203449,C105242,Blue,150000,1000,Active,2024-04-28
CARD203450,C103746,Blue,500000,500,Active,2024-08-08
CARD203451,C109074,Gold,150000,0,Active,2019-03-04
CARD203452,C103502,Blue,50000,500,Active,2024-09-25
CARD203453,C104275,Blue,200000,0,Active,2017-07-21
CARD203454,C104936,Platinum,500000,5000,Blocked,2017-01-29
CARD203455,C106119,Platinum,500000,500,Active,2020-08-18
CARD203456,C103873,Gold,75000,2500,Active,2019-06-19
CARD203457,C105450,Blue,150000,1000,Active,2018-12-20
CARD203458,C105363,Blue,100000,2500,Active,2022-10-21
CARD203459,C109510,Gold,100000,500,Active,2022-04-06
CARD203460,C104837,Blue,100000,1000,Active,2021-08-07
CARD203461,C100299,Gold,50000,500,Active,2026-01-09
CARD203462,C103634,Premium,75000,5000,Closed,2025-12-22
CARD203463,C100310,Gold,50000,0,Active,2023-12-09
CARD203464,C105412,Platinum,100000,500,Active,2020-06-12
CARD203465,C106809,Blue,75000,1000,Active,2024-05-03
CARD203466,C106339,Blue,150000,0,Active,2022-10-11
CARD203467,C102788,Gold,75000,2500,Active,2018-02-21
CARD203468,C101846,Gold,150000,2500,Active,2020-12-24
CARD203469,C102010,Blue,300000,0,Blocked,2020-01-17
CARD203470,C102409,Gold,150000,5000,Active,2022-02-11
CARD203471,C109991,Platinum,50000,1000,Active,2021-08-06
CARD203472,C108237,Blue,75000,1000,Active,2018-02-09
CARD203473,C109928,Platinum,200000,500,Active,2021-03-30
CARD203474,C102033,Gold,100000,1000,Active,2021-08-08
CARD203475,C105579,Premium,150000,0,Active,2019-11-26
CARD203476,C100115,Platinum,150000,0,Closed,2020-03-26
CARD203477,C107226,Platinum,75000,1000,Active,2021-08-08
CARD203478,C100532,Blue,100000,5000,Closed,2018-12-08
CARD203479,C105818,Gold,200000,0,Active,2025-07-27
CARD203480,C100215,Blue,50000,1000,Active,2020-12-30
CARD203481,C104100,Platinum,100000,0,Active,2024-07-26
CARD203482,C107669,Gold,75000,500,Active,2023-12-01
CARD203483,C106069,Gold,150000,0,Active,2019-08-31
CARD203484,C100765,Gold,100000,0,Active,2026-04-19
CARD203485,C107343,Blue,150000,5000,Inactive,2023-09-03
CARD203486,C101588,Blue,100000,1000,Active,2024-12-18
CARD203487,C101290,Gold,75000,1000,Active,2021-07-27
CARD203488,C101767,Blue,100000,1000,Active,2026-01-22
CARD203489,C109171,Blue,100000,0,Active,2024-05-23
CARD203490,C105377,Blue,100000,500,Active,2019-09-27
CARD203491,C108617,Platinum,150000,5000,Active,2025-06-04
CARD203492,C106291,Blue,100000,1000,Active,2023-06-24
CARD203493,C100211,Premium,100000,500,Active,2017-10-17
CARD203494,C108885,Blue,100000,0,Active,2024-05-14
CARD203495,C107866,Gold,200000,0,Active,2019-07-24
CARD203496,C109146,Gold,150000,2500,Active,2019-04-06
CARD203497,C104917,Gold,50000,1000,Active,2022-02-17
CARD203498,C109079,Blue,75000,500,Inactive,2022-11-15
CARD203499,C101002,Platinum,100000,2500,Active,2026-02-22
CARD203500,C109224,Platinum,50000,0,Active,2018-05-08
CARD203501,C100262,Platinum,75000,2500,Active,2017-07-21
CARD203502,C103420,Blue,75000,500,Active,2025-10-26
CARD203503,C102016,Blue,300000,2500,Active,2017-01-05
CARD203504,C104072,Blue,100000,2500,Active,2025-10-28
CARD203505,C106469,Premium,300000,500,Active,2018-03-31
CARD203506,C106341,Platinum,100000,0,Closed,2018-06-16
CARD203507,C109232,Gold,200000,2500,Inactive,2019-03-30
CARD203508,C103915,Gold,150000,2500,Active,2023-06-16
CARD203509,C101152,Platinum,75000,0,Active,2024-12-25
CARD203510,C100889,Blue,300000,500,Inactive,2026-02-01
CARD203511,C103422,Gold,300000,500,Active,2019-02-05
CARD203512,C106521,Blue,200000,1000,Active,2017-09-07
CARD203513,C100679,Platinum,150000,2500,Closed,2020-06-07
CARD203514,C107381,Gold,100000,1000,Active,2024-05-06
CARD203515,C107389,Blue,75000,5000,Active,2020-08-20
CARD203516,C103189,Premium,100000,0,Active,2021-09-12
CARD203517,C109906,Platinum,200000,500,Active,2018-05-15
CARD203518,C108725,Gold,100000,500,Closed,2020-02-22
CARD203519,C104285,Premium,500000,0,Active,2018-04-26
CARD203520,C109219,Blue,150000,500,Blocked,2020-04-12
CARD203521,C103204,Platinum,75000,0,Active,2018-06-03
CARD203522,C106276,Platinum,50000,500,Active,2020-05-15
CARD203523,C100820,Gold,75000,500,Active,2018-05-06
CARD203524,C103269,Gold,150000,1000,Active,2018-10-04
CARD203525,C100220,Blue,500000,500,Active,2024-08-03
CARD203526,C107113,Gold,500000,0,Active,2017-04-06
