Payment_ID,Customer_ID,Card_ID,Payment_Date,Due_Amount,Payment_Amount,Payment_Status,Days_Past_Due
PAY404067,C101130,CARD210126,2025-05-28,6335.3,6335.3,On Time,0
PAY404068,C101027,CARD201254,2025-03-05,6504.5,6504.5,On Time,0
PAY404069,C109822,CARD200141,2025-03-15,7974.2,7974.2,On Time,0
PAY404070,C100756,CARD205441,2025-11-12,18677.25,18677.25,On Time,0
PAY404071,C103248,CARD204874,2025-01-06,1938.89,1938.89,On Time,0
PAY404072,C106933,CARD206636,2025-06-25,13847.88,13847.88,On Time,0
PAY404073,C108110,CARD205046,2025-03-02,8953.75,5644.72,Partial,24
PAY404074,C103243,CARD206361,2025-12-10,9144.71,9144.71,On Time,0
PAY404075,C103345,CARD211706,2025-04-20,9793.2,9793.2,On Time,0
PAY404076,C100059,CARD211476,2026-05-19,24568.62,16813.85,Partial,51
PAY404077,C105435,CARD210873,2026-08-30,6913.83,6913.83,On Time,0
PAY404078,C101428,CARD202569,2026-05-14,7439.53,7439.53,On Time,0
PAY404079,C102540,CARD208848,2025-04-01,8773.16,8773.16,On Time,0
PAY404080,C105854,CARD208025,2026-04-09,7336.34,7336.34,On Time,0
PAY404081,C102367,CARD205279,2025-11-20,5239.98,5239.98,On Time,0
PAY404082,C109533,CARD206208,2026-04-30,8977.24,8977.24,On Time,0
PAY404083,C104604,CARD206987,2026-02-05,6043.35,6043.35,On Time,0
PAY404084,C107391,CARD206904,2026-04-06,8987.75,2104.11,Partial,32
PAY404085,C102376,CARD211554,2026-08-22,16519.5,16519.5,Late,28
PAY404086,C103290,CARD207974,2025-06-11,9259.49,9259.49,On Time,0
PAY404087,C100389,CARD210029,2025-08-08,7623.75,7623.75,Late,14
PAY404088,C107033,CARD211906,2025-08-20,5388.51,5388.51,On Time,0
PAY404089,C108494,CARD210314,2026-05-20,2152.21,2152.21,On Time,0
PAY404090,C100967,CARD205239,2026-05-31,24525.1,5668.39,Partial,58
PAY404091,C100063,CARD209840,2026-08-02,6841.72,6841.72,On Time,0
PAY404092,C100697,CARD209639,2025-01-06,6954.94,6954.94,On Time,0
PAY404093,C107928,CARD203782,2026-03-12,11078.64,11078.64,On Time,0
PAY404094,C105055,CARD204875,2025-01-30,14026.02,14026.02,On Time,0
PAY404095,C107039,CARD200650,2026-07-14,8274.54,3416.27,Partial,38
PAY404096,C107645,CARD209987,2025-10-30,8894.92,8894.92,On Time,0
PAY404097,C106790,CARD201756,2025-12-01,3815.71,3815.71,On Time,0
PAY404098,C101082,CARD208392,2026-08-30,18679.91,18679.91,On Time,0
PAY404099,C101540,CARD200262,2026-07-29,19357.36,19357.36,On Time,0
PAY404100,C106948,CARD202024,2025-06-08,2123.57,2123.57,On Time,0
PAY404101,C106304,CARD207119,2025-08-04,7411.38,7411.38,On Time,0
PAY404102,C102817,CARD210536,2025-07-11,7294.05,7294.05,On Time,0
PAY404103,C108246,CARD207217,2025-10-25,5449.68,5449.68,On Time,0
PAY404104,C101367,CARD207108,2025-06-22,3830.64,3830.64,On Time,0
PAY404105,C106645,CARD204991,2025-11-12,3979.52,3979.52,Late,21
PAY404106,C109089,CARD204591,2026-07-19,5595.2,5595.2,On Time,0
PAY404107,C103044,CARD205676,2025-02-12,9634.69,9634.69,On Time,0
PAY404108,C108511,CARD209261,2026-05-21,1762.01,1762.01,Late,30
PAY404109,C100163,CARD204577,2025-04-28,6481.3,6481.3,Late,1
PAY404110,C102878,CARD201140,2026-07-09,3894.59,3894.59,Late,1
PAY404111,C101954,CARD209535,2025-04-04,5442.82,5442.82,Late,30
PAY404112,C107075,CARD204301,2026-03-15,1625.29,837.97,Partial,17
PAY404113,C107946,CARD210257,2026-03-05,3546.47,3546.47,On Time,0
PAY404114,C101419,CARD210603,2025-07-28,8795.37,8795.37,On Time,0
PAY404115,C101144,CARD200826,2025-08-08,5260.37,5260.37,On Time,0
PAY404116,C109202,CARD202868,2026-01-24,6623.18,6623.18,On Time,0
PAY404117,C105328,CARD207463,2025-05-22,5787.98,4839.23,Partial,21
PAY404118,C107568,CARD207700,2025-03-19,3161.86,787.38,Partial,1
PAY404119,C107938,CARD200247,2025-05-01,1000.0,1000.0,On Time,0
PAY404120,C106380,CARD200015,2025-10-27,2286.39,2286.39,On Time,0
PAY404121,C108161,CARD204287,2026-04-08,30948.08,30948.08,On Time,0
PAY404122,C104690,CARD200117,2025-05-11,9766.75,9766.75,On Time,0
PAY404123,C102359,CARD205683,2026-07-26,3821.11,3821.11,Late,21
PAY404124,C104896,CARD210573,2025-03-06,4670.83,3534.78,Partial,16
PAY404125,C102172,CARD203982,2026-04-19,8519.14,2441.63,Partial,52
PAY404126,C105710,CARD205158,2025-01-06,10876.95,10876.95,On Time,0
PAY404127,C104763,CARD208221,2025-08-25,3864.86,3864.86,On Time,0
PAY404128,C108801,CARD208482,2025-02-19,4313.95,4313.95,On Time,0
PAY404129,C107713,CARD208204,2025-12-15,17964.72,17964.72,On Time,0
PAY404130,C101679,CARD202519,2025-04-22,14238.43,14238.43,On Time,0
PAY404131,C103832,CARD211493,2025-09-09,13602.28,13602.28,On Time,0
PAY404132,C107356,CARD210340,2025-09-26,11761.69,11761.69,On Time,0
PAY404133,C109970,CARD202283,2026-07-15,7511.59,7511.59,Late,30
PAY404134,C106932,CARD210534,2025-03-15,5862.45,5862.45,On Time,0
PAY404135,C102461,CARD208713,2025-02-21,4976.56,4976.56,On Time,0
PAY404136,C100551,CARD202649,2025-05-16,6024.86,6024.86,On Time,0
PAY404137,C107388,CARD206231,2026-04-12,2397.92,2397.92,On Time,0
PAY404138,C104593,CARD210788,2025-09-17,2647.57,2647.57,On Time,0
PAY404139,C103364,CARD209295,2025-06-04,12896.15,12896.15,On Time,0
PAY404140,C101815,CARD203003,2026-03-04,31692.4,31692.4,On Time,0
PAY404141,C100110,CARD210597,2026-08-08,22537.71,2022.43,Missed,113
PAY404142,C100631,CARD208920,2025-10-05,24730.27,24730.27,On Time,0
PAY404143,C109597,CARD204451,2025-07-29,4479.93,4479.93,On Time,0
PAY404144,C105663,CARD209383,2025-12-24,9727.93,9727.93,Late,14
PAY404145,C104033,CARD209905,2025-01-03,2233.63,2233.63,On Time,0
PAY404146,C109608,CARD203190,2026-08-30,6586.33,6586.33,On Time,0
PAY404147,C107886,CARD207517,2025-08-25,4830.6,4830.6,Late,18
PAY404148,C105713,CARD210893,2025-02-03,12115.95,12115.95,Late,12
PAY404149,C101977,CARD209703,2026-08-01,3631.41,2777.7,Partial,56
PAY404150,C107065,CARD204706,2025-09-24,5119.13,5119.13,Late,11
PAY404151,C104963,CARD204665,2025-09-29,10270.2,10270.2,On Time,0
PAY404152,C106590,CARD202983,2025-06-26,9167.11,9167.11,Late,28
PAY404153,C108562,CARD200989,2025-12-28,3858.85,261.2,Missed,49
PAY404154,C105206,CARD201228,2025-09-20,5059.0,5059.0,On Time,0
PAY404155,C108329,CARD209315,2026-01-01,6287.84,6287.84,On Time,0
PAY404156,C109498,CARD206800,2025-06-15,7762.54,7762.54,On Time,0
PAY404157,C100528,CARD209486,2026-06-13,5210.21,5210.21,On Time,0
PAY404158,C104508,CARD206558,2025-11-02,5494.08,5494.08,On Time,0
PAY404159,C104455,CARD209986,2026-04-13,9230.36,9230.36,On Time,0
PAY404160,C102587,CARD205042,2025-11-15,16951.59,16951.59,On Time,0
PAY404161,C106013,CARD207614,2025-09-29,6093.35,6093.35,On Time,0
PAY404162,C104188,CARD209157,2025-09-09,5021.7,5021.7,On Time,0
PAY404163,C104921,CARD202046,2025-12-07,29793.03,29793.03,On Time,0
PAY404164,C108882,CARD209313,2026-08-30,3211.04,1019.95,Partial,12
PAY404165,C109597,CARD204451,2026-05-16,2169.91,2169.91,On Time,0
PAY404166,C108191,CARD210886,2026-06-16,1940.39,1940.39,On Time,0
PAY404167,C108403,CARD209479,2025-10-22,3131.81,3131.81,Late,14
PAY404168,C109041,CARD204583,2026-06-10,9412.74,9412.74,On Time,0
PAY404169,C102467,CARD209334,2026-08-25,12175.36,12175.36,On Time,0
PAY404170,C101372,CARD209973,2025-03-14,6765.91,5340.85,Partial,4
PAY404171,C103188,CARD201125,2026-04-24,2934.61,2934.61,On Time,0
PAY404172,C109832,CARD207029,2025-10-22,3459.08,3459.08,On Time,0
PAY404173,C106313,CARD205717,2025-09-26,5116.11,5116.11,Late,2
PAY404174,C100795,CARD202118,2026-04-13,31905.9,31905.9,On Time,0
PAY404175,C102785,CARD204596,2025-05-30,2868.8,2868.8,Late,9
PAY404176,C104404,CARD200771,2026-01-05,3870.75,3870.75,Late,22
PAY404177,C105738,CARD202848,2025-05-23,5484.72,5484.72,On Time,0
PAY404178,C106158,CARD205299,2025-11-27,8391.43,8391.43,On Time,0
PAY404179,C105890,CARD205860,2026-03-23,6976.48,6976.48,On Time,0
PAY404180,C106819,CARD210122,2025-11-29,2210.92,2210.92,Late,3
PAY404181,C106066,CARD210864,2025-09-10,3107.26,927.55,Partial,29
PAY404182,C100084,CARD204943,2026-02-02,2524.22,2524.22,Late,17
PAY404183,C102495,CARD207194,2025-12-25,5432.52,5432.52,Late,22
PAY404184,C104183,CARD202910,2025-06-21,4857.46,4857.46,Late,25
PAY404185,C100358,CARD209967,2025-02-03,5325.17,5325.17,On Time,0
PAY404186,C106463,CARD211650,2025-02-24,3952.68,355.51,Missed,95
PAY404187,C101506,CARD202034,2026-03-08,2770.23,2770.23,On Time,0
PAY404188,C103979,CARD206781,2025-10-20,4615.43,4615.43,On Time,0
PAY404189,C104750,CARD207441,2025-08-24,19180.28,19180.28,On Time,0
PAY404190,C109705,CARD211299,2025-01-27,5124.8,5124.8,On Time,0
PAY404191,C106210,CARD208983,2025-02-19,6448.8,6448.8,On Time,0
PAY404192,C102860,CARD200903,2026-07-22,6009.27,6009.27,On Time,0
PAY404193,C103293,CARD211766,2026-06-01,3413.85,3413.85,Late,9
PAY404194,C107521,CARD204406,2026-07-29,3659.9,496.3,Missed,88
PAY404195,C109038,CARD207832,2026-01-09,3166.71,1970.4,Partial,50
PAY404196,C106344,CARD203578,2025-06-13,15310.68,15310.68,Late,5
PAY404197,C108876,CARD207976,2025-03-01,4834.65,4834.65,On Time,0
PAY404198,C103647,CARD201603,2026-01-03,1413.96,1413.96,On Time,0
PAY404199,C102673,CARD201049,2026-04-15,7051.44,7051.44,On Time,0
PAY404200,C105074,CARD208411,2025-06-23,5718.46,5718.46,On Time,0
PAY404201,C100466,CARD207452,2026-08-14,7618.47,7618.47,Late,21
PAY404202,C104208,CARD202695,2025-10-20,3313.67,3313.67,On Time,0
PAY404203,C100060,CARD210068,2026-06-24,10901.06,10901.06,On Time,0
PAY404204,C105074,CARD208411,2026-02-07,6534.07,6534.07,On Time,0
PAY404205,C108070,CARD208445,2026-02-02,8898.49,8898.49,On Time,0
PAY404206,C108314,CARD208761,2025-08-20,63479.95,63479.95,Late,13
PAY404207,C107798,CARD201447,2025-12-06,2556.79,2556.79,On Time,0
PAY404208,C107135,CARD203427,2026-03-21,16836.19,16836.19,On Time,0
PAY404209,C107935,CARD205270,2025-11-05,14639.39,14639.39,Late,9
PAY404210,C108609,CARD205424,2025-09-17,3423.87,3423.87,On Time,0
PAY404211,C108889,CARD207656,2025-03-03,6537.35,6537.35,Late,20
PAY404212,C103729,CARD210304,2025-04-30,1000.0,1000.0,On Time,0
PAY404213,C102782,CARD201146,2025-12-02,25277.89,25277.89,On Time,0
PAY404214,C108935,CARD210080,2026-03-25,16193.78,834.63,Missed,39
PAY404215,C106413,CARD202285,2026-07-31,3245.85,3245.85,On Time,0
PAY404216,C102154,CARD202483,2026-04-11,3895.27,3895.27,On Time,0
PAY404217,C100923,CARD210923,2026-01-30,11343.65,11343.65,On Time,0
PAY404218,C102269,CARD211091,2026-05-08,3556.38,3556.38,On Time,0
PAY404219,C102750,CARD201367,2025-11-08,2506.42,2506.42,On Time,0
PAY404220,C105777,CARD206958,2025-05-07,9052.59,9052.59,On Time,0
PAY404221,C106791,CARD206851,2026-07-08,7477.03,7477.03,On Time,0
PAY404222,C106375,CARD202581,2025-04-19,8911.95,6160.46,Partial,4
PAY404223,C107339,CARD200541,2026-06-28,7057.34,7057.34,On Time,0
PAY404224,C101759,CARD210559,2025-01-03,4152.4,3175.16,Partial,59
PAY404225,C106282,CARD211553,2026-05-26,8427.07,8427.07,Late,19
PAY404226,C102151,CARD211555,2025-09-21,1659.0,1659.0,On Time,0
PAY404227,C108600,CARD204462,2026-01-14,2024.7,2024.7,Late,2
PAY404228,C109861,CARD207989,2025-03-01,4978.17,4978.17,On Time,0
PAY404229,C107402,CARD208372,2026-04-30,6980.36,2135.39,Partial,37
PAY404230,C109559,CARD203995,2026-06-21,15140.43,15140.43,On Time,0
PAY404231,C109761,CARD203653,2025-01-09,5797.76,2849.43,Partial,40
PAY404232,C106246,CARD202321,2025-11-12,4616.81,4616.81,On Time,0
PAY404233,C105985,CARD209188,2026-05-28,16783.28,16783.28,Late,23
PAY404234,C106847,CARD209750,2026-08-14,9014.01,9014.01,On Time,0
PAY404235,C105734,CARD211216,2025-08-20,10531.0,10531.0,On Time,0
PAY404236,C107827,CARD210101,2026-05-25,13286.04,13286.04,On Time,0
PAY404237,C102514,CARD202623,2026-04-11,2832.97,2832.97,Late,1
PAY404238,C105706,CARD202729,2026-04-30,9354.62,9354.62,On Time,0
PAY404239,C106272,CARD206115,2026-08-17,4065.7,4065.7,On Time,0
PAY404240,C101394,CARD205113,2025-07-06,2550.38,969.08,Partial,33
PAY404241,C109116,CARD207418,2025-12-15,5431.8,30.45,Missed,101
PAY404242,C106155,CARD203727,2025-01-22,2967.75,2967.75,On Time,0
PAY404243,C102330,CARD205885,2026-04-19,16192.61,16192.61,On Time,0
PAY404244,C100579,CARD204260,2025-04-15,8246.38,8246.38,On Time,0
PAY404245,C105312,CARD206279,2025-08-02,3316.79,3316.79,Late,22
PAY404246,C102263,CARD208019,2025-04-13,3961.37,3961.37,Late,21
PAY404247,C108128,CARD201020,2025-06-13,7180.71,7180.71,On Time,0
PAY404248,C106369,CARD201752,2025-06-03,5546.21,5546.21,On Time,0
PAY404249,C100471,CARD211525,2025-09-30,3542.27,399.03,Missed,107
PAY404250,C102434,CARD208147,2025-02-22,2742.82,2742.82,Late,29
PAY404251,C106693,CARD210952,2025-07-03,14674.8,14674.8,Late,10
PAY404252,C102136,CARD206399,2025-12-22,29661.47,29661.47,On Time,0
PAY404253,C107391,CARD206904,2026-03-09,3902.56,3902.56,On Time,0
PAY404254,C105755,CARD206767,2025-01-04,1183.38,1183.38,On Time,0
PAY404255,C105431,CARD202820,2026-03-15,40643.08,40643.08,On Time,0
PAY404256,C109801,CARD207250,2026-01-26,11770.84,11770.84,Late,28
PAY404257,C105321,CARD201871,2025-08-20,2871.05,2871.05,Late,11
PAY404258,C109696,CARD206603,2025-01-06,16252.26,16252.26,On Time,0
PAY404259,C109862,CARD204317,2025-08-23,7504.34,7504.34,On Time,0
PAY404260,C105758,CARD211304,2026-08-30,9922.6,3528.92,Partial,60
PAY404261,C106656,CARD201777,2026-04-30,2943.18,2943.18,On Time,0
PAY404262,C101226,CARD203577,2026-03-10,12447.75,12447.75,On Time,0
PAY404263,C108293,CARD206924,2025-09-26,13103.89,13103.89,On Time,0
PAY404264,C107300,CARD206985,2026-04-16,1203.84,1203.84,On Time,0
PAY404265,C106773,CARD204750,2025-04-18,12035.87,7173.91,Partial,10
PAY404266,C106132,CARD207396,2025-12-13,10410.68,10410.68,On Time,0
PAY404267,C106407,CARD200064,2025-02-14,1000.0,1000.0,On Time,0
PAY404268,C107307,CARD211358,2026-01-27,8077.16,8077.16,Late,4
PAY404269,C107727,CARD204795,2026-01-03,10149.26,6610.18,Partial,20
PAY404270,C106060,CARD202537,2025-12-01,4022.55,1655.4,Partial,35
PAY404271,C102841,CARD200050,2025-11-01,1425.43,1425.43,On Time,0
PAY404272,C100583,CARD209078,2025-11-18,16217.04,16217.04,On Time,0
PAY404273,C107550,CARD203785,2026-05-16,8911.37,8911.37,On Time,0
PAY404274,C104941,CARD208654,2025-06-17,10103.39,10103.39,On Time,0
PAY404275,C101269,CARD204816,2026-08-10,7884.26,7884.26,On Time,0
PAY404276,C101026,CARD201132,2026-01-14,3371.98,3371.98,On Time,0
PAY404277,C109771,CARD208987,2025-12-16,1000.0,1000.0,On Time,0
PAY404278,C103452,CARD204976,2026-03-30,6538.11,6538.11,On Time,0
PAY404279,C106879,CARD211572,2025-10-24,3902.55,3902.55,Late,16
PAY404280,C101054,CARD201707,2026-08-23,2914.52,2914.52,On Time,0
PAY404281,C106726,CARD204084,2025-11-19,1000.0,1000.0,On Time,0
PAY404282,C103848,CARD200396,2025-12-17,15684.82,15684.82,On Time,0
PAY404283,C109749,CARD202710,2025-08-28,15686.74,15686.74,Late,22
PAY404284,C101805,CARD209701,2025-06-23,7234.3,7234.3,Late,17
PAY404285,C107653,CARD208117,2025-08-04,6981.89,6981.89,Late,3
PAY404286,C103173,CARD206564,2026-03-20,2915.75,2915.75,Late,14
PAY404287,C103744,CARD207237,2026-03-09,2304.08,2304.08,On Time,0
PAY404288,C103854,CARD200344,2025-06-27,9461.18,9461.18,On Time,0
PAY404289,C100915,CARD206416,2026-07-19,3861.97,2516.38,Partial,54
PAY404290,C105098,CARD209172,2026-01-27,2471.54,2471.54,On Time,0
PAY404291,C100126,CARD208605,2025-09-30,8611.01,8611.01,On Time,0
PAY404292,C103548,CARD202670,2025-04-05,6792.64,993.13,Missed,107
PAY404293,C106077,CARD208573,2025-08-12,8475.49,8475.49,Late,18
PAY404294,C105705,CARD200342,2025-10-10,4387.95,4387.95,On Time,0
PAY404295,C103437,CARD204232,2025-11-14,15991.21,4680.78,Partial,26
PAY404296,C107650,CARD207280,2025-04-27,6184.93,6184.93,On Time,0
PAY404297,C101574,CARD206902,2026-03-14,6456.37,6456.37,On Time,0
PAY404298,C102743,CARD210058,2025-08-06,22634.63,22634.63,On Time,0
PAY404299,C109829,CARD210905,2026-01-26,7651.3,7651.3,On Time,0
PAY404300,C109699,CARD205107,2025-06-13,3965.24,3965.24,Late,14
PAY404301,C102914,CARD207767,2025-08-03,3051.29,3051.29,On Time,0
PAY404302,C102131,CARD202633,2025-06-21,3772.7,3772.7,On Time,0
PAY404303,C109121,CARD202477,2026-08-12,2451.34,2451.34,On Time,0
PAY404304,C107164,CARD205748,2025-12-19,7387.71,7387.71,Late,24
PAY404305,C102340,CARD200349,2026-07-06,2241.11,2241.11,On Time,0
PAY404306,C105984,CARD201957,2025-02-04,4303.17,2041.91,Partial,49
PAY404307,C107496,CARD201026,2026-08-09,13546.92,13546.92,On Time,0
PAY404308,C104359,CARD202426,2025-04-23,6345.96,3958.33,Partial,36
PAY404309,C103557,CARD205751,2025-11-04,5000.43,5000.43,On Time,0
PAY404310,C100825,CARD203597,2025-03-20,7823.16,7823.16,On Time,0
PAY404311,C108325,CARD208480,2025-10-31,2306.3,2306.3,On Time,0
PAY404312,C101284,CARD204135,2026-04-20,7919.23,7919.23,On Time,0
PAY404313,C103288,CARD200365,2025-05-15,5360.8,5360.8,On Time,0
PAY404314,C105273,CARD205466,2025-03-28,8409.47,4203.27,Partial,47
PAY404315,C106118,CARD200034,2026-04-04,10737.69,10737.69,On Time,0
PAY404316,C102862,CARD202310,2025-11-28,2420.0,2420.0,On Time,0
PAY404317,C104208,CARD202695,2025-08-06,1694.84,1694.84,On Time,0
PAY404318,C102324,CARD205471,2025-01-12,4154.06,4154.06,On Time,0
PAY404319,C101655,CARD210467,2025-12-12,16171.41,16171.41,On Time,0
PAY404320,C105422,CARD206874,2025-07-07,14403.0,14403.0,On Time,0
PAY404321,C103621,CARD208888,2026-03-08,9957.42,9957.42,On Time,0
PAY404322,C108287,CARD204014,2026-05-09,3647.52,3647.52,On Time,0
PAY404323,C106844,CARD206019,2026-03-16,5029.17,2467.48,Partial,41
PAY404324,C101994,CARD206221,2025-10-31,7868.02,7868.02,On Time,0
PAY404325,C100070,CARD211035,2026-08-03,4068.17,4068.17,On Time,0
PAY404326,C102749,CARD204913,2025-04-02,8173.17,8173.17,On Time,0
PAY404327,C108893,CARD206520,2025-07-26,15288.2,15288.2,On Time,0
PAY404328,C107073,CARD201536,2025-12-02,6820.2,6820.2,On Time,0
PAY404329,C104493,CARD209289,2026-05-25,7475.66,7475.66,Late,16
PAY404330,C101369,CARD206427,2025-03-09,2067.6,2067.6,On Time,0
PAY404331,C101242,CARD208476,2026-04-04,2042.56,440.63,Partial,39
PAY404332,C101581,CARD206747,2026-04-17,2113.67,2113.67,On Time,0
PAY404333,C109092,CARD206229,2026-07-06,3798.9,3798.9,On Time,0
PAY404334,C109228,CARD201613,2025-06-22,5781.17,5781.17,On Time,0
PAY404335,C107636,CARD207990,2026-06-28,3810.01,3810.01,On Time,0
PAY404336,C101465,CARD204224,2025-05-26,2550.9,2550.9,On Time,0
PAY404337,C106802,CARD209492,2025-02-28,6000.87,6000.87,On Time,0
PAY404338,C105329,CARD204071,2025-01-12,1865.56,1865.56,On Time,0
PAY404339,C101528,CARD208203,2025-12-07,10709.63,970.68,Missed,94
PAY404340,C107765,CARD204507,2026-01-13,11905.93,11905.93,On Time,0
PAY404341,C105475,CARD211643,2026-01-12,1727.05,1026.21,Partial,27
PAY404342,C106396,CARD202605,2025-01-28,2265.8,2265.8,On Time,0
PAY404343,C100100,CARD203757,2025-01-04,3509.77,3509.77,Late,7
PAY404344,C103110,CARD211669,2025-05-12,2933.17,2933.17,On Time,0
PAY404345,C100910,CARD205888,2026-04-03,10603.95,10603.95,On Time,0
PAY404346,C108034,CARD202876,2025-03-22,4194.96,4194.96,On Time,0
PAY404347,C107350,CARD201288,2026-06-30,2091.29,2091.29,On Time,0
PAY404348,C109603,CARD210744,2026-06-27,11290.22,11290.22,On Time,0
PAY404349,C108881,CARD209393,2026-05-28,4425.45,2304.76,Partial,40
PAY404350,C101615,CARD211804,2026-08-11,6527.04,6527.04,On Time,0
PAY404351,C109154,CARD210171,2026-04-21,10913.32,10913.32,Late,3
PAY404352,C104645,CARD211975,2025-05-07,4838.66,4838.66,On Time,0
PAY404353,C107987,CARD208910,2026-06-06,4927.3,4927.3,Late,5
PAY404354,C105281,CARD205998,2025-05-28,7050.43,7050.43,On Time,0
PAY404355,C100178,CARD209341,2026-01-26,4469.38,4469.38,On Time,0
PAY404356,C107508,CARD209458,2025-08-26,1176.38,1176.38,On Time,0
PAY404357,C106668,CARD206659,2026-06-16,3587.55,3587.55,On Time,0
PAY404358,C104230,CARD200980,2026-03-08,14541.29,14541.29,On Time,0
PAY404359,C105441,CARD211512,2026-08-08,8719.18,8719.18,On Time,0
PAY404360,C104081,CARD209286,2025-11-24,6746.97,6746.97,Late,3
PAY404361,C109135,CARD201730,2025-10-11,6865.98,6865.98,Late,7
PAY404362,C109684,CARD208405,2026-07-05,4007.52,4007.52,On Time,0
PAY404363,C107258,CARD203084,2025-08-10,7320.03,7320.03,On Time,0
PAY404364,C101943,CARD200159,2026-02-18,3951.56,2746.13,Partial,29
PAY404365,C101703,CARD201801,2025-08-28,4131.51,4131.51,On Time,0
PAY404366,C106729,CARD211429,2026-06-16,4446.47,4446.47,On Time,0
PAY404367,C106450,CARD200619,2025-04-23,4081.72,4081.72,Late,9
PAY404368,C109893,CARD211346,2025-11-16,9170.99,9170.99,On Time,0
PAY404369,C103687,CARD207100,2025-04-20,2693.29,2693.29,On Time,0
PAY404370,C104026,CARD207694,2026-04-12,12306.6,12306.6,On Time,0
PAY404371,C106247,CARD204629,2025-10-14,9239.59,9239.59,Late,13
PAY404372,C108058,CARD205759,2025-10-15,8601.78,8601.78,On Time,0
PAY404373,C104907,CARD210852,2025-11-25,31945.61,31945.61,On Time,0
PAY404374,C100552,CARD200132,2025-09-28,1177.14,1177.14,On Time,0
PAY404375,C101790,CARD203034,2026-08-13,1173.92,1173.92,On Time,0
PAY404376,C101472,CARD204642,2025-12-25,3913.08,3913.08,Late,24
PAY404377,C107503,CARD207406,2026-01-29,10573.96,10573.96,On Time,0
PAY404378,C108961,CARD204405,2026-02-27,5065.46,5065.46,Late,18
PAY404379,C107233,CARD202919,2026-05-05,5450.26,5450.26,On Time,0
PAY404380,C106816,CARD200902,2025-03-03,7473.38,7473.38,On Time,0
PAY404381,C102631,CARD200446,2025-01-15,4411.01,4411.01,On Time,0
PAY404382,C107396,CARD209072,2025-04-18,3056.79,3056.79,On Time,0
PAY404383,C100861,CARD208260,2025-09-17,1923.99,94.55,Missed,47
PAY404384,C109010,CARD204506,2025-02-14,6054.09,6054.09,On Time,0
PAY404385,C106493,CARD211473,2025-11-26,5911.6,2264.16,Partial,59
PAY404386,C108504,CARD211835,2025-09-02,3642.13,894.2,Partial,13
PAY404387,C103128,CARD204179,2025-12-07,10251.7,10251.7,On Time,0
PAY404388,C103303,CARD210086,2025-08-18,14553.39,14553.39,On Time,0
PAY404389,C105076,CARD203952,2025-06-29,11743.32,11743.32,On Time,0
PAY404390,C107227,CARD202967,2025-03-25,5335.73,5335.73,On Time,0
PAY404391,C105019,CARD204105,2026-07-21,3118.88,3118.88,Late,18
PAY404392,C104584,CARD204421,2026-08-30,7026.33,7026.33,On Time,0
PAY404393,C105953,CARD211830,2025-11-06,9966.71,9966.71,Late,19
PAY404394,C102443,CARD209936,2025-04-15,2663.45,2663.45,On Time,0
PAY404395,C101411,CARD201527,2025-05-30,4681.0,4681.0,On Time,0
PAY404396,C109769,CARD200204,2026-02-28,4187.68,4187.68,On Time,0
PAY404397,C104805,CARD209281,2025-10-29,3878.31,3878.31,On Time,0
PAY404398,C107362,CARD210194,2025-05-14,9767.85,9767.85,On Time,0
PAY404399,C108657,CARD204230,2026-04-26,9975.47,9975.47,Late,22
PAY404400,C106150,CARD200755,2025-03-25,9250.23,9250.23,On Time,0
PAY404401,C106775,CARD211338,2025-01-29,5759.38,5759.38,Late,16
PAY404402,C104957,CARD202093,2025-06-22,7165.2,7165.2,Late,2
PAY404403,C101536,CARD203681,2025-08-01,13309.61,13309.61,On Time,0
PAY404404,C108117,CARD211205,2026-01-17,7213.32,7213.32,On Time,0
PAY404405,C102651,CARD208035,2025-10-21,7744.65,7744.65,On Time,0
PAY404406,C107481,CARD204869,2026-07-21,10975.74,10975.74,On Time,0
PAY404407,C109033,CARD204572,2026-08-25,29068.09,29068.09,Late,28
PAY404408,C109646,CARD200527,2025-05-31,12301.63,12301.63,On Time,0
PAY404409,C104880,CARD206258,2025-02-27,6343.28,6343.28,On Time,0
PAY404410,C100905,CARD206844,2025-05-28,6796.15,6796.15,Late,2
PAY404411,C103693,CARD206433,2026-02-24,7294.25,4681.65,Partial,54
PAY404412,C103635,CARD206194,2026-03-08,21909.42,21909.42,Late,9
PAY404413,C104914,CARD206842,2025-04-05,8734.11,8734.11,On Time,0
PAY404414,C103072,CARD209580,2025-10-06,2699.98,2699.98,Late,30
PAY404415,C103197,CARD202315,2025-10-05,14495.56,14495.56,On Time,0
PAY404416,C102555,CARD202374,2025-12-28,1038.42,1038.42,On Time,0
PAY404417,C101451,CARD206440,2026-04-06,4522.85,4522.85,On Time,0
PAY404418,C108008,CARD210865,2026-03-30,3997.88,2730.17,Partial,16
PAY404419,C101057,CARD210634,2025-12-13,2481.94,2481.94,On Time,0
PAY404420,C100286,CARD210856,2026-04-29,5038.13,5038.13,On Time,0
PAY404421,C107044,CARD206280,2026-04-23,5245.86,5245.86,Late,9
PAY404422,C107524,CARD210802,2025-11-15,3136.96,3136.96,Late,24
PAY404423,C105916,CARD209204,2025-02-13,5519.18,5519.18,Late,9
PAY404424,C106797,CARD203242,2025-04-12,8867.66,8867.66,On Time,0
PAY404425,C102216,CARD211805,2026-01-20,19977.52,19977.52,On Time,0
